CODE,NOM,DCI1,DOSAGE1,UNITE_DOSAGE1,FORME,PRESENTATION,PPV,PH,PRIX_BR,PRINCEPS_GENERIQUE,TAUX_REMBOURSEMENT
6118010116469,LAMISIL,TERBINAFINE,1,%,CREME,1 TUBE 15 G, 101.90   , -     , 45.00   ,P,70%
6118000190578,METROZAL,METRONIDAZOLE,250,MG,COMPRIME,1 BOITE 20 COMPRIME, 18.30   , 11.40   , 18.30   ,G,70%
6118000050216,DIPROSONE,BETAMETHASONE,0.05,%,CREME,1 TUBE 30 G, 32.50   , 20.20   , 32.50   ,P,70%
6118000033004,PARANTAL 300 MG,PARACETAMOL,300,MG,GRANULE,1 BOITE 16 SACHET, 16.50   , 10.90   , 16.50   ,G,0%
6118000140740,BACTALL,CIPROFLOXACINE,500,MG,COMPRIME ENROBE,1 BOITE 10 COMPRIME ENROBE, 116.00   , 72.30   , 116.00   ,G,70%
6118000161189,PENAMOX,AMOXICILLINE,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON, 15.10   , 9.40   , 15.10   ,P,70%
6118000250401,VIAGRA,SILDENAFIL,100,MG,COMPRIME ENROBE,1 BOITE 1 COMPRIME, 144.50   , 95.60   , 144.50   ,P,0%
6118001181421,ISUPREL,ISOPRENALINE,0.2,MG,SOLUTION POUR PERFUSION,50 AMPOULE 1 ML, 688.00   , 457.00   , 688.00   ,P,70%
6118000050810,BRONXOL,AMBROXOL,0.3,%,SOLUTION BUVABLE,1 FLACON 150 ML, 26.80   , 17.70   , 26.80   ,G,0%
6118000030584,FLUOCARIL BF 250,MONOFLUOROPHOSPHATE DE SODIUM,0.25,G,GEL DENTIFRICE,1 TUBE 75 ML, 26.70   , -     , 26.70   ,P,0%
6118000030027,ANTAGON H2,CIMETIDINE,200,MG,COMPRIME,1 BOITE 50 COMPRIME, 116.40   , 77.00   , 116.40   ,G,70%
6118000081630,CRISTAL ENF,GLYCERINE,1.2,G,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE, 9.00   , 5.90   , 9.00   ,P,0%
6118000280415,CLADIA,CLARITHROMYCINE,250,MG,COMPRIME ENROBE,1 BOITE 20 COMPRIME ENROBE, 161.50   , 100.60   , 161.50   ,G,70%
6118000081470,SPECTRUM G,CIPROFLOXACINE,500,MG,COMPRIME PELLICULE,1 BOITE 2 COMPRIME, 40.00   , 24.90   , 40.00   ,G,70%
6118000242093,MELOXAM 15 MG PROMOPHARM,MELOXICAM,15,MG,COMPRIME,1 BOITE 14 COMPRIME, 60.90   , 40.30   , 60.90   ,G,70%
6118010125553,ADO 1000MG,METFORMINE,1000,MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME PELLICULE, 35.00   , 23.10   , 35.00   ,G,0%
6118000031512,GEOMYCINE,OXYTETRACYCLINE,3,%,POMMADE,1 TUBE 15 G, 9.00   , 5.90   , 9.00   ,G,0%
6118000160090,AMOXIL,AMOXICILLINE,250,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 100 ML, 45.00   , 28.00   , 43.00   ,P,70%
6118001020218,DOBUTAMINE MYLAN,DOBUTAMINE,250,MG,SOLUTION A DILUER POUR PERFUSION,1 BOITE 10 FLACON," 1,463.00   "," 1,197.00   "," 1,463.00   ",G,70%
6118000030263,FURILAN,FUROSEMIDE,20,MG,SOLUTION INJECTABLE,5 AMPOULE 2 ML, 19.60   , 12.20   , 19.60   ,G,70%
6118001250806,NUPENTIN,GABAPENTINE,400,MG,GELULE,1 BOITE 30 GELULE, 122.00   , 80.70   , 122.00   ,G,0%
6118000090212,CLARTEC,LORATADINE,10,MG,COMPRIME,1 BOITE 15 COMPRIME, 32.00   , 19.90   , 32.00   ,G,70%
6118000032557,GLUCOSE 5% LAPROPHAN,GLUCOSE,5,%,SOLUTION POUR PERFUSION,1 POCHE 1 L, 33.90   , 22.40   , 33.90   ,G,0%
6118000280064,HUMEX EXPECTORANT ENFANTS ET NOURRISONS,CARBOCYSTEINE,2,%,SIROP,1 FLACON 125 ML, 12.70   , 8.40   , 12.70   ,G,0%
6118000100294,COVERSYL,PERINDOPRIL,5,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME, 145.90   , 91.20   , 145.90   ,P,70%
6118010023538,ARGO,ALGINATE DE SODIUM / BICARBONATE DE SODIUM ADULTE,500 / 267,MG / MG,SUSPENSION BUVABLE,1 FLACON 250 ML, 30.50   , 20.20   , -     ,G,70%
6118000091059,ARGO,ALGINATE DE SODIUM / BICARBONATE DE SODIUM ADULTE,500 / 267,MG / MG,SUSPENSION BUVABLE,1 FLACON 250 ML, 30.50   , 20.20   , -     ,G,70%
6118000070344,CLOMITER,CLOTRIMAZOLE,1,%,SOLUTION POUR APPLICATION LOCALE,1 FLACON 30 ML, 28.90   , 18.00   , 28.90   ,G,70%
6118010000508,SEROPLEX,ESCITALOPRAM,10,MG,COMPRIME PELLICULE SECABLE,1 BOITE 28 COMPRIME, 240.00   , 149.50   , 126.00   ,P,70%
6118001081363,SEROPLEX,ESCITALOPRAM,10,MG,COMPRIME PELLICULE SECABLE,1 BOITE 28 COMPRIME, 240.00   , 149.50   , 126.00   ,P,70%
6118000240488,PARACETAL,PARACETAMOL,500,MG,COMPRIME SECABLE,1 BOITE 20 COMPRIME, 11.70   , 7.30   , 11.70   ,G,70%
6118000031604,INDOLAN,INDOMETACINE,25,MG,GELULE,1 BOITE 30 GELULE, 27.80   , 17.30   , 27.80   ,G,70%
6118010121869,MELOXICAM GT,MELOXICAM,7.5,MG,COMPRIME,1 BOITE 20 COMPRIME, 54.60   , 34.00   , 54.60   ,G,70%
6118000330134,MELOXICAM GT,MELOXICAM,7.5,MG,COMPRIME,1 BOITE 20 COMPRIME, 54.60   , 34.00   , 54.60   ,G,70%
6118000012078,PANSORAL,SALISYLATE DE CHOLINE / CHLORURE DE CETALKONIUM,1.3 / 1.5,G / MG,GEL BUCCAL,1 TUBE 15 G, 23.00   , 15.20   , 23.00   ,P,0%
6118001020188,CISPLATINE MYLAN,CISPLATINE,10,MG,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON, 51.40   , 32.10   , 51.40   ,G,70%
6118010000621,RISPERDAL,RISPERIDONE,4,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME, 643.00   , 426.00   , 517.00   ,P,70%
6118001183241,RISPERDAL,RISPERIDONE,4,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME, 643.00   , 426.00   , 517.00   ,P,70%
6118000040552,MOBIC,MELOXICAM,7.5,MG,SUPPOSITOIRE,1 BOITE 12 SUPPOSITOIRE, 75.50   , 49.90   , 75.50   ,P,70%
6118001070107,AVONEX 30 µG,INTERFERON BETA-1A,30,µG,SOLUTION INJECTABLE,1 BOITE 4 FLACON DE POUDRE + SERINGUE PREREMPLIE DE SOLVANT," 9,818.00   "," 9,606.00   "," 9,818.00   ",P,70%
6118000030331,LIDOCAINE 2% LAPROPHAN,LIDOCAINE,2,%,SOLUTION INJECTABLE,1 FLACON 20 ML, 16.50   , 10.30   , 16.50   ,G,70%
6118001050475,ROCEPHIN,CEFTRIAXONE,2,G,POUDRE POUR PERFUSION,1 BOITE 1 FLACON, 295.00   , 195.80   , 295.00   ,P,70%
6118001120215,INSULINE ACTRAPID HM PENFILL,INSULINE HUMAINE,100,UI,SOLUTION INJECTABLE,5 CARTOUCHE 3 ML, 350.00   , 232.00   , 350.00   ,P,70%
6118000031956,SORBHEPATIC,SORBITOL / PHOSPHATE DISODIQUE,1.5 / 0.05,G / G,COMPRIME EFFERVESCENT,1 BOITE 20 COMPRIME EFFERVESCENT, 17.00   , 11.20   , 17.00   ,G,0%
6118000081371,NIFROZID,NIFUROXAZIDE,200,MG,GELULE,1 BOITE 16 GELULE, 13.20   , 8.20   , 13.20   ,G,70%
6118000170075,BAYCUTENE N,CLOTRIMAZOLE / DEXAMETHASONE,1 / 40,G / MG,CREME,1 TUBE 15 G, 22.70   , 14.20   , 22.70   ,P,70%
6118001080328,CORTANCYL,PREDNISONE,1,MG,COMPRIME,1 BOITE 30 COMPRIME, 13.40   , 8.40   , 12.30   ,P,70%
6118000030799,BETADINE,POVIDONE IODEE,8.5,G,SOLUTION POUR BAIN DE BOUCHE,1 FLACON 125 ML, 21.30   , 14.10   , 21.30   ,P,0%
6118000310204,PHARMADIPINE,NIFEDIPINE,10,MG,CAPSULE,1 BOITE 50 CAPSULE, 59.80   , 37.40   , 59.80   ,G,70%
6118010118586,BIPERIDYS 20MG,DOMPERIDONE,20,MG,COMPRIME PELLICULE SECABLE,1 BOITE 40 COMPRIME PELLICULE, 66.00   , 43.60   , 66.00   ,P,0%
6118000012597,BIPERIDYS 20MG,DOMPERIDONE,20,MG,COMPRIME PELLICULE SECABLE,1 BOITE 40 COMPRIME PELLICULE, 66.00   , 43.60   , 66.00   ,P,0%
6118001080052,OROKEN,CEFIXIME,100,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 40 ML, 119.30   , 74.30   , 119.30   ,P,70%
6118000071488,TECPRIL,RAMIPRIL,5,MG,GELULE,1 BOITE 30 GELULE, 63.00   , 39.40   , 63.00   ,G,70%
6118001180639,CLIMASTON,ESTRADIOL / DYDROGESTERONE,1 / 10,MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE, 92.00   , 60.90   , 92.00   ,P,0%
6118001050451,ROCEPHIN IV,CEFTRIAXONE,250,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON, 58.80   , 36.60   , 58.80   ,P,70%
6118010023859,CANAFLUCAN,FLUCONAZOLE,50,MG,GELULE,1 BOITE 7 GELULE, 136.00   , 84.70   , 136.00   ,G,70%
6118000091103,CANAFLUCAN,FLUCONAZOLE,50,MG,GELULE,1 BOITE 7 GELULE, 136.00   , 84.70   , 136.00   ,G,70%
6118000070818,THROMBOPAT,TICLOPIDINE,250,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME, 150.00   , 99.20   , 150.00   ,G,70%
6118010000317,TRIXAZOL FORT,SULFAMETHOXAZOLE / TRIMETHOPRIME,400 / 80,MG / MG,COMPRIME,1 BOITE 20 COMPRIME, 21.15   , -     , 21.15   ,G,70%
6118000140375,NOVOCLIN,AMOXICILLINE / ACIDE CLAVULANIQUE,100 / 12.5,MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML, 52.00   , 34.40   , 52.00   ,G,70%
6118010029356,PIPORTIL L4,PIPOTIAZINE,25,MG,SOLUTION INJECTABLE,1 BOITE 3 AMPOULE INJECTABLE, 162.50   , 101.20   , 162.50   ,P,70%
6118001183005,PIPORTIL L4,PIPOTIAZINE,25,MG,SOLUTION INJECTABLE,1 BOITE 3 AMPOULE INJECTABLE, 162.50   , 101.20   , 162.50   ,P,70%
6118010032912,LORACTYNE,LORATADINE,0.1,%,SIROP,1 FLACON 60 ML, 33.00   , 20.60   , 33.00   ,G,70%
6118000241744,LORACTYNE,LORATADINE,0.1,%,SIROP,1 FLACON 60 ML, 33.00   , 20.60   , 33.00   ,G,70%
6118000080558,MUXOL,AMBROXOL,30,MG,COMPRIME,1 BOITE 30 COMPRIME, 49.10   , 32.50   , 49.10   ,P,0%
6118010113963,CHAMPIX,VARENICLINE,0.5,MG/1MG,COMPRIME PELLICULE,1 BOITE 25 COMPRIME, 390.00   , 258.00   , 390.00   ,P,0%
6118001170593,CHAMPIX,VARENICLINE,0.5,MG/1MG,COMPRIME PELLICULE,1 BOITE 25 COMPRIME, 390.00   , 258.00   , 390.00   ,P,0%
6118001181384,HYPNOMIDATE,ETOMIDATE,2,MG,SOLUTION INJECTABLE,1 BOITE 5 AMPOULE, 249.60   , 165.10   , 249.60   ,P,0%
6118000160175,AUGMENTIN,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 125,G / MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET, 126.30   , 78.70   , 120.00   ,P,70%
6118010024313,FLUSKIN NEOMYCINE,FLUOCINONIDE / NEOMYCINE,0.05 / 0.05,G / G,POMMADE,1 TUBE 15 G, 19.35   , -     , 19.35   ,P,0%
6118000012191,PEVARYL,ECONAZOLE,1,%,EMULSION POUR APPLICATION LOCALE,1 FLACON 30 ML, 57.90   , 36.10   , 57.90   ,P,70%
6118000010081,ACTI-5,DEANOL / MAGNESIUM,100 / 25,MG / MG,SOLUTION BUVABLE,1 BOITE 30 AMPOULE BUVABLE, 63.00   , 41.60   , 63.00   ,P,0%
6118001020577,EMLA 5%,LIDOCAINE / PRILOCAINE,5 / 5,% / %,CREME,1 TUBE 5 G, 89.00   , 58.90   , 89.00   ,P,0%
6118000012030,HEPT-A-MYL,HEPTAMINOL,30.5,%,SOLUTION POUR GOUTTES BUVABLES,1 FLACON 20 ML, 34.45   , 22.80   , 34.45   ,P,0%
6118001120703,NEORAL,CICLOSPORINE,100,MG,SOLUTION BUVABLE,1 FLACON 20 ML, -     , 931.30   , 931.30   ,P,70%
6118001090549,KOGENATE 500 UI,OCTOCOG ALPHA (FVIII RECOMBINANT),500,UI,POUDRE POUR SOLUTION INJECTABLE,1 KIT 500 UI," 3,964.00   "," 3,628.00   "," 3,964.00   ",P,70%
6118001020119,CEFTRIAXONE MYLAN,CEFTRIAXONE,500,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 10 FLACON, 597.00   , 395.00   , 597.00   ,G,70%
6118000250517,ALDACTAZINE,SPIRONOLACTONE / ALTIZIDE,25 / 15,MG / MG,COMPRIME ENROBE SECABLE,1 BOITE 20 COMPRIME, 39.30   , 24.60   , 39.30   ,P,70%
6118010001277,GENTALLINE,GENTAMICINE,40,MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE, 16.20   , 10.10   , 12.80   ,P,70%
6118010034565,ONSET,ONDANSETRON,8,MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE, 90.50   , 56.40   , 90.50   ,G,70%
6118001010103,ONSET,ONDANSETRON,8,MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE, 90.50   , 56.40   , 90.50   ,G,70%
6118000241355,SODIUM CHLORURE PROMOPHARM,CHLORURE DE SODIUM,0.9,%,SOLUTION POUR PERFUSION,10 AMPOULE 10 ML, 26.70   , 17.70   , 26.70   ,G,0%
6118001141296,VENTOLINE,SALBUTAMOL,5,MG/ML,SOLUTION POUR INHALATION PAR NEBULISEUR,1 FLACON 10 ML, 29.50   , 18.40   , 29.50   ,P,70%
6118001180967,ELVORINE,FOLINATE DE CALCIUM,100,MG,PREPARATION INJECTABLE,1 BOITE 1 FLACON, 195.00   , 121.50   , 115.00   ,P,70%
6118000041115,ZAMOX,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 125,G / MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET, 98.00   , 61.10   , 98.00   ,G,70%
6118000140535,EFDOL,PARACETAMOL,350,MG,SUPPOSITOIRE,1 BOITE 12 SUPPOSITOIRE, 10.20   , 6.40   , 10.20   ,G,70%
6118000320029,HEMOPUR B1,CONCENTRE POUR HEMODIALYSE,,NA,SOLUTION POUR HEMODIALYSE,1 BIDON 9 L, 107.70   , 67.30   , 107.70   ,G,70%
6118001050772,MIRCERA 250 µG/0.3 ML,EPOETINE BETA,250,µG,SOLUTION INJECTABLE,1 BOITE 1 SERINGUE PREREMPLIE, -     ," 5,490.00   "," 5,490.00   ",P,0%
6118000191001,CLARIL,CLARITHROMYCINE,500,MG,COMPRIME,1 BOITE 14 COMPRIME, 192.20   , 119.80   , 192.20   ,G,70%
6118000180876,ERLUS 5 MG,DESLORATADINE,5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE, 74.60   , 49.30   , 74.60   ,G,0%
6118000140979,DISPAMOX 125 MG,AMOXICILLINE,125,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML, 12.60   , 8.30   , 12.60   ,G,70%
6118010012938,LILLYPEN NPH,INSULINE HUMAINE,100,UI,SUSPENSION INJECTABLE INTERMEDIAIRE,1 CARTOUCHE 3 ML, 112.40   , -     , 112.40   ,P,70%
6118010120589,VALEX 500 MG,VALACICLOVIR,500,MG,COMPRIME ENROBE,1 BOITE 42 COMPRIME ENROBE, 434.50   , 287.40   , 434.50   ,P,0%
6118000241669,VALEX 500 MG,VALACICLOVIR,500,MG,COMPRIME ENROBE,1 BOITE 42 COMPRIME ENROBE, 434.50   , 287.40   , 434.50   ,P,0%
6118001220106,SEROHALE 125 µG,SALMETEROL / FLUTICASONE,25 / 125,µG / µG,SUSPENSION POUR INHALATION BUCCALE,1 FLACON 120 DOSE, 142.00   , 88.70   , 142.00   ,G,70%
6118001184101,SEROHALE 125 µG,SALMETEROL / FLUTICASONE,25 / 125,µG / µG,SUSPENSION POUR INHALATION BUCCALE,1 FLACON 120 DOSE, 142.00   , 88.70   , 142.00   ,G,70%
6118010000454,ZECLAR,CLARITHROMYCINE,25,MG/ML,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 100 ML, 98.90   , 61.60   , 98.90   ,P,70%
6118001182862,ZECLAR,CLARITHROMYCINE,25,MG/ML,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 100 ML, 98.90   , 61.60   , 98.90   ,P,70%
6118010121944,BICALUTAMIDE GT 150 MG,BICALUTAMIDE,150,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE," 1,314.20   ", 869.30   ," 1,314.20   ",G,0%
6118001270927,BICALUTAMIDE GT 150 MG,BICALUTAMIDE,150,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE," 1,314.20   ", 869.30   ," 1,314.20   ",G,0%
6118000250098,CELEBREX,CELECOXIB,200,MG,GELULE,1 BOITE 20 GELULE, 150.00   , 93.50   , 150.00   ,P,70%
6118000310037,ICANAL,NICARDIPINE,20,MG,COMPRIME,1 BOITE 30 COMPRIME, 65.40   , 40.90   , 65.40   ,G,70%
6118001100248,DIFRAREL E,EXTRAIT ANTHOCYANOSIDIQUE DE MYRTILLE / ACETATE D'ALPHA-TOCOPHEROL,50 / 50,MG / MG,COMPRIME ENROBE,1 BOITE 24 COMPRIME, 35.30   , 23.30   , 35.30   ,P,0%
6118000010531,DUSPATALIN,MEBEVERINE,200,MG,GELULE,1 BOITE 20 GELULE, 54.00   , 33.70   , 54.00   ,P,70%
6118000010524,DUSPATALIN,MEBEVERINE,100,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME ENROBE, 45.85   , 30.30   , 35.60   ,P,70%
6118001081035,COAPROVEL,IRBESARTAN / HYDROCHLOROTHIAZIDE,300 / 12.5,MG / MG,COMPRIME ENROBE GASTRO-RESISTANT,1 BOITE 28 COMPRIME, 239.00   , 150.00   , 239.00   ,P,70%
6118001170661,LYRICA,PREGABALIN,50,MG,GELULE,1 BOITE 84 GELULE, 490.00   , 324.10   , 490.00   ,P,0%
6118010120404,STALEVO 150/37.5/200 MG,ENTACAPONE / LEVODOPA / CARBIDOPA,200 / 150 / 40.50,MG / MG / MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE, 421.30   , 278.70   , 421.30   ,P,0%
6118001030736,STALEVO 150/37.5/200 MG,ENTACAPONE / LEVODOPA / CARBIDOPA,200 / 150 / 40.50,MG / MG / MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE, 421.30   , 278.70   , 421.30   ,P,0%
6118000040804,TRAMAL,TRAMADOL,50,MG,GELULE,1 BOITE 10 GELULE, 25.00   , 15.60   , 25.00   ,P,70%
6118010032165,ART 50,DIACERRHEINE,50,MG,GELULE,1 BOITE 30 GELULE, 264.10   , 174.70   , 264.10   ,P,0%
6118000241836,ART 50,DIACERRHEINE,50,MG,GELULE,1 BOITE 30 GELULE, 264.10   , 174.70   , 264.10   ,P,0%
6118000012269,VIVACALCIUM,MULTIPLE,,NA,SOLUTION BUVABLE,1 BOITE 20 AMPOULE BUVABLE, 26.90   , 17.80   , 26.90   ,P,0%
6118001270439,PRAVASTATINE GT,PRAVASTATINE,20,MG,COMPRIME,1 BOITE 30 COMPRIME, 220.00   , 137.50   , 220.00   ,G,70%
6118001050239,MABTHERA,RITUXIMAB,100,MG,SOLUTION A DILUER POUR PERFUSION,2 FLACON 10 ML," 5,842.00   "," 5,602.00   "," 5,842.00   ",P,70%
6118000190097,AZ,AZITHROMYCINE,500,MG,COMPRIME SECABLE,1 BOITE 3 COMPRIME, 79.70   , 49.70   , 79.70   ,G,70%
6118000071570,DILOVAC,CARVEDILOL,6.25,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME SECABLE, 31.20   , 19.50   , 31.20   ,G,70%
6118001120512,HYDERGINE,DIHYDROERGOTOXINE,4.5,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME, 123.30   , 81.60   , 123.30   ,P,70%
6118000230021,ACIVIR,ACICLOVIR,800,MG,COMPRIME,1 BOITE 35 COMPRIME, 740.00   , -     , 707.00   ,G,70%
6118001030149,DESFERAL,DEFEROXAMINE,0.5,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 10 FLACON, 633.00   , 419.00   , 633.00   ,P,70%
6118000011293,POLYSILANE,DIMETICONE,2.25,G,GEL ORAL,1 BOITE 30 SACHET, 50.95   , 33.70   , 50.95   ,P,0%
6118000011316,POLYSILANE SANS SUCRE,DIMETICONE,2.25,G,GEL ORAL,1 BOITE 30 SACHET, 47.35   , 31.30   , 47.35   ,P,0%
6118000061144,DEPAKINE,VALPROATE DE SODIUM,200,MG/ML,SIROP,1 FLACON 150 ML, 50.80   , 31.60   , 50.80   ,P,70%
6118000021292,STAGID,METFORMINE,280,MG,COMPRIME SECABLE,1 BOITE 100 COMPRIME, 107.60   , 67.20   , 107.60   ,G,70%
6118001181759,MIOREL,THIOCOLCHICOSIDE,4,MG,SOLUTION INJECTABLE,1 BOITE 6 AMPOULE, 69.30   , 45.80   , 69.30   ,P,0%
6118001070480,POSICYCLINE,OXYTETRACYCLINE,0.05,G,POMMADE OPHTALMIQUE,1 TUBE 5 G, 21.50   , 14.20   , 21.50   ,P,0%
6118000270010,AULIN,NIMESULIDE,100,MG,GRANULE POUR SUSPENSION BUVABLE,1 BOITE 20 SACHET, 58.60   , -     , 58.60   ,G,0%
6118001320011,FORMOTEROL SMB 12 µG,FORMOTEROL,12,µG,POUDRE POUR INHALATION,1 FLACON 60 GELULE INHALEE + INHALATEUR, 215.00   , 134.60   , 215.00   ,G,70%
6118001120208,INSULINE INSULATARD HM,INSULINE HUMAINE,100,UI,SUSPENSION INJECTABLE INTERMEDIAIRE,1 FLACON 10 ML, 192.30   , 120.20   , 130.00   ,P,70%
6118001200481,ETOPOSIDE EBEWE,ETOPOSIDE,20,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 5 ML, 118.00   , 73.70   , 118.00   ,G,70%
6118001140343,FLIXOTIDE DISKUS,FLUTICASONE,100,µG,SUSPENSION POUR INHALATION,1 BOITE 28 DOSE, 67.00   , -     , 67.00   ,P,70%
6118000030737,SANMIGRAN,PIZOTIFENE,0.5,MG,COMPRIME ENROBE,1 BOITE 50 COMPRIME ENROBE, 60.30   , 39.90   , 60.30   ,P,0%
6118001120857,SYNTOCINON,OXYTOCINE,5,UI,SOLUTION INJECTABLE,3 AMPOULE 1 ML, 17.20   , 10.70   , 17.20   ,P,70%
6118000240730,RIACEN,PIROXICAM,1,%,CREME,1 TUBE 15 G, 41.15   , 27.20   , 41.15   ,G,0%
6118000060901,TOPLEXIL,OXOMEMAZINE / GUAIFENESINE,0.033 / 0.666,G / G,SIROP,1 FLACON 150 ML, 15.70   , 10.40   , 15.70   ,P,0%
6118000250500,ZITHROMAX,AZITHROMYCINE,500,MG,COMPRIME,1 BOITE 3 COMPRIME, 79.70   , 49.70   , 79.70   ,P,70%
6118000011040,MOTILIUM,DOMPERIDONE,1,MG/ML,SUSPENSION BUVABLE,1 FLACON 200 ML, 40.80   , 25.40   , 30.00   ,P,70%
6118001160242,ZOCOR,SIMVASTATINE,20,MG,COMPRIME ENROBE SECABLE,1 BOITE 14 COMPRIME, 78.50   , 48.90   , 69.00   ,P,70%
6118010000461,ARACYTINE,CYTARABINE,500,MG,POUDRE POUR SOLUTION INJECTABLE,1 FLACON 5 ML, 232.00   , 145.40   , 232.00   ,P,70%
6118001170579,ARACYTINE,CYTARABINE,500,MG,POUDRE POUR SOLUTION INJECTABLE,1 FLACON 5 ML, 232.00   , 145.40   , 232.00   ,P,70%
6118000090014,ADO,METFORMINE,500,MG,COMPRIME PELLICULE,1 BOITE 50 COMPRIME PELLICULE, 17.50   , 10.90   , 17.50   ,G,70%
6118000180166,CLOFENE,DICLOFENAC,100,MG,SUPPOSITOIRE,1 BOITE 5 SUPPOSITOIRE, 20.50   , 12.80   , 20.50   ,P,70%
6118010115677,PIROCAM SOTHEMA 20 MG/ML,PIROXICAM,20,MG,SOLUTION INJECTABLE,1 BOITE 6 AMPOULE, 63.00   , 39.20   , 63.00   ,G,70%
6118000021834,PIROCAM SOTHEMA 20 MG/ML,PIROXICAM,20,MG,SOLUTION INJECTABLE,1 BOITE 6 AMPOULE, 63.00   , 39.20   , 63.00   ,G,70%
6118010023804,CANAFLUCAN,FLUCONAZOLE,150,MG,GELULE,1 BOITE 2 GELULE, 117.15   , -     , 117.15   ,G,70%
6118000091639,CANAFLUCAN,FLUCONAZOLE,150,MG,GELULE,1 BOITE 2 GELULE, 117.15   , -     , 117.15   ,G,70%
6118001101207,OLMETEC,OLMESARTAN,10,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME, 158.40   , 99.00   , 158.40   ,P,70%
6118001270873,XYLATIN 100,OXALIPLATINE,100,MG,POUDRE POUR SOLUTION POUR PERFUSION,1 FLACON 20 ML," 1,869.00   "," 1,615.00   "," 1,869.00   ",G,70%
6118001140589,GAVISCON NOURRISSON,ALGINATE DE SODIUM / BICARBONATE DE SODIUM NOURRISSON,500 / 267,MG / MG,SUSPENSION BUVABLE,1 FLACON 150 ML, 23.10   , 14.40   , 23.10   ,P,70%
6118001070183,CUTACNYL,PEROXYDE DE BENZOYLE,10,%,GEL,1 TUBE 40 G, 36.90   , 24.40   , 36.90   ,P,0%
6118000080374,EOSINE AQUEUSE,EOSINE,2,G,SOLUTION POUR APPLICATION LOCALE,1 FLACON 100 ML, 14.00   , 9.30   , 14.00   ,P,0%
6118000130260,DICLOMAX,DICLOFENAC,25,MG,COMPRIME GASTRO-RESISTANT,1 BOITE 20 COMPRIME, 18.00   , 11.20   , 18.00   ,G,70%
6118010027819,FONZYLANE,BUFLOMEDIL,50,MG,SOLUTION INJECTABLE,1 BOITE 10 AMPOULE, 61.20   , 40.50   , 61.20   ,P,0%
6118010118548,ESAC 40 MG,ESOMEPRAZOLE,40,MG,GELULE,1 BOITE 14 GELULE, 124.60   , 82.40   , 124.60   ,G,0%
6118000241911,ESAC 40 MG,ESOMEPRAZOLE,40,MG,GELULE,1 BOITE 14 GELULE, 124.60   , 82.40   , 124.60   ,G,0%
6118001170111,ESTRACYT,ESTRAMUSTINE,140,MG,GELULE,1 BOITE 100 GELULE," 1,471.00   "," 1,206.00   "," 1,471.00   ",P,70%
6118010125485,FONGICAN 150 MG,FLUCONAZOLE,150,MG,GELULE,1 BOITE 5 GELULE, 85.00   , 56.20   , 85.00   ,G,0%
6118000081975,ALER Z,CETIRIZINE,10,MG,COMPRIME PELLICULE,1 BOITE 7 COMPRIME PELLICULE, 23.00   , 14.30   , 23.00   ,G,70%
6118001300129,DOPEZIL RANBAXY,DONEPEZIL,5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE, 328.00   , 217.00   , 328.00   ,G,70%
